Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
1182,Jan-18,ASTR35756,Astrophysics,ASTR35756_2,In-Person,39
1182,Jan-18,ASTR35756,Astrophysics,ASTR35756_3,Independent Studies,137
1184,Spring 2018,ASTR35756,Astrophysics,ASTR35756_1,Online,3
1184,Spring 2018,ASTR35756,Astrophysics,ASTR35756_2,In-Person,149
1184,Spring 2018,ASTR35756,Astrophysics,ASTR35756_3,Online Hybrid,1
1186,Summer 2018,ASTR35756,Astrophysics,ASTR35756_1,Online,1
1186,Summer 2018,ASTR35756,Astrophysics,ASTR35756_2,Independent Studies,1
1188,Fall 2018,ASTR35756,Astrophysics,ASTR35756_1,In-Person,1
1192,Jan-19,ASTR35756,Astrophysics,ASTR35756_1,In-Person,1
1192,Jan-19,ASTR35756,Astrophysics,ASTR35756_2,In-Person,126
1194,Spring 2019,ASTR35756,Astrophysics,ASTR35756_1,Online,47
1194,Spring 2019,ASTR35756,Astrophysics,ASTR35756_2,Blended (Online & In-Person),112
1196,Summer 2019,ASTR35756,Astrophysics,ASTR35756_1,In-Person,104
1196,Summer 2019,ASTR35756,Astrophysics,ASTR35756_2,Blended (Online & In-Person),121
1196,Summer 2019,ASTR35756,Astrophysics,ASTR35756_3,Blended (Online & In-Person),1
1198,Fall 2019,ASTR35756,Astrophysics,ASTR35756_1,In-Person,1
1198,Fall 2019,ASTR35756,Astrophysics,ASTR35756_2,Blended (Online & In-Person),5
1202,Jan-20,ASTR35756,Astrophysics,ASTR35756_1,In-Person,138
1204,Spring 2020,ASTR35756,Astrophysics,ASTR35756_1,Online,126
1204,Spring 2020,ASTR35756,Astrophysics,ASTR35756_2,In-Person,1
1204,Spring 2020,ASTR35756,Astrophysics,ASTR35756_3,Online,92
1206,Summer 2020,ASTR35756,Astrophysics,ASTR35756_1,In-Person,78
1208,Fall 2020,ASTR35756,Astrophysics,ASTR35756_1,Online,1
1208,Fall 2020,ASTR35756,Astrophysics,ASTR35756_2,In-Person,23
1208,Fall 2020,ASTR35756,Astrophysics,ASTR35756_3,In-Person,1
1212,Jan-21,ASTR35756,Astrophysics,ASTR35756_1,Online Hybrid,5
1212,Jan-21,ASTR35756,Astrophysics,ASTR35756_2,Online,1
1214,Spring 2021,ASTR35756,Astrophysics,ASTR35756_1,In-Person,79
1214,Spring 2021,ASTR35756,Astrophysics,ASTR35756_2,Online Hybrid,33
1214,Spring 2021,ASTR35756,Astrophysics,ASTR35756_3,Online,1
1216,Summer 2021,ASTR35756,Astrophysics,ASTR35756_1,In-Person,72
1218,Fall 2021,ASTR35756,Astrophysics,ASTR35756_1,In-Person,1
1218,Fall 2021,ASTR35756,Astrophysics,ASTR35756_2,In-Person,1
1222,Jan-22,ASTR35756,Astrophysics,ASTR35756_1,In-Person,80
1222,Jan-22,ASTR35756,Astrophysics,ASTR35756_2,In-Person,1
1222,Jan-22,ASTR35756,Astrophysics,ASTR35756_3,Blended (Online & In-Person),10
1224,Spring 2022,ASTR35756,Astrophysics,ASTR35756_1,In-Person,53
1224,Spring 2022,ASTR35756,Astrophysics,ASTR35756_2,Online,110
1224,Spring 2022,ASTR35756,Astrophysics,ASTR35756_3,In-Person,29
1226,Summer 2022,ASTR35756,Astrophysics,ASTR35756_1,In-Person,91
1226,Summer 2022,ASTR35756,Astrophysics,ASTR35756_2,In-Person,1
1226,Summer 2022,ASTR35756,Astrophysics,ASTR35756_3,In-Person,1
1228,Fall 2022,ASTR35756,Astrophysics,ASTR35756_1,Online,1
1232,Jan-23,ASTR35756,Astrophysics,ASTR35756_1,In-Person,87
1234,Spring 2023,ASTR35756,Astrophysics,ASTR35756_1,In-Person,122
1234,Spring 2023,ASTR35756,Astrophysics,ASTR35756_2,Online,24
1234,Spring 2023,ASTR35756,Astrophysics,ASTR35756_3,In-Person,19
904,Spring 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,10
904,Spring 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,15
904,Spring 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,141
906,Summer 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,40
906,Summer 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
906,Summer 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online,36
908,Fall 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Independent Studies,53
908,Fall 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,87
908,Fall 1990,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Blended (Online & In-Person),1
914,Spring 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Independent Studies,53
916,Summer 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,108
916,Summer 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),11
916,Summer 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
918,Fall 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online Hybrid,86
918,Fall 1991,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,34
924,Spring 1992,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,32
924,Spring 1992,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,27
926,Summer 1992,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
926,Summer 1992,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,100
928,Fall 1992,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,75
934,Spring 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,48
934,Spring 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,74
936,Summer 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
936,Summer 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
936,Summer 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
938,Fall 1993,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
944,Spring 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,103
944,Spring 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online Hybrid,65
946,Summer 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,9
946,Summer 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,30
946,Summer 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
948,Fall 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,170
948,Fall 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,1
948,Fall 1994,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,12
954,Spring 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,26
954,Spring 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),124
956,Summer 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
956,Summer 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,75
958,Fall 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,44
958,Fall 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,57
958,Fall 1995,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online Hybrid,1
964,Spring 1996,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,43
966,Summer 1996,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),118
966,Summer 1996,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),1
968,Fall 1996,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,89
968,Fall 1996,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,122
974,Spring 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,33
974,Spring 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,74
976,Summer 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
976,Summer 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,97
976,Summer 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Blended (Online & In-Person),1
978,Fall 1997,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,157
984,Spring 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),167
984,Spring 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,120
984,Spring 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,29
986,Summer 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
988,Fall 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
988,Fall 1998,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
994,Spring 1999,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Independent Studies,97
996,Summer 1999,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,32
998,Fall 1999,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,21
998,Fall 1999,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,1
998,Fall 1999,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online,1
1004,Spring 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,2
1004,Spring 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,172
1006,Summer 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,25
1006,Summer 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,78
1006,Summer 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Blended (Online & In-Person),49
1008,Fall 2000,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,98
1014,Spring 2001,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1016,Summer 2001,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,123
1018,Fall 2001,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,88
1018,Fall 2001,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1024,Spring 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1024,Spring 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,22
1026,Summer 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,40
1026,Summer 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,63
1026,Summer 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online Hybrid,1
1028,Fall 2002,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1034,Spring 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,3
1034,Spring 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
1036,Summer 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,17
1036,Summer 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
1038,Fall 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,81
1038,Fall 2003,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,46
1044,Spring 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1044,Spring 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1044,Spring 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,24
1046,Summer 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,84
1046,Summer 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,41
1046,Summer 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,18
1048,Fall 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1048,Fall 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),1
1048,Fall 2004,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1054,Spring 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1056,Summer 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,21
1056,Summer 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1056,Summer 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,32
1058,Fall 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1058,Fall 2005,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,86
1064,Spring 2006,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,169
1066,Summer 2006,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1066,Summer 2006,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,81
1068,Fall 2006,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online Hybrid,8
1074,Spring 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,67
1076,Summer 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,22
1076,Summer 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1078,Fall 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,4
1078,Fall 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1078,Fall 2007,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online Hybrid,108
1082,Jan-08,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,46
1082,Jan-08,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online Hybrid,72
1084,Spring 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,9
1084,Spring 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1084,Spring 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online,103
1086,Summer 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,129
1088,Fall 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1088,Fall 2008,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
1092,Jan-09,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1094,Spring 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,80
1094,Spring 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,11
1096,Summer 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,55
1096,Summer 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1098,Fall 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1098,Fall 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,86
1098,Fall 2009,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online,8
1102,Jan-10,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,108
1104,Spring 2010,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online Hybrid,48
1104,Spring 2010,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1106,Summer 2010,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,75
1108,Fall 2010,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,56
1108,Fall 2010,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,55
1112,Jan-11,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,31
1114,Spring 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1114,Spring 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,28
1116,Summer 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,37
1116,Summer 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),1
1116,Summer 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Online,85
1118,Fall 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1118,Fall 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),43
1118,Fall 2011,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Independent Studies,104
1122,Jan-12,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1122,Jan-12,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,16
1124,Spring 2012,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,58
1124,Spring 2012,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1126,Summer 2012,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,32
1126,Summer 2012,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,60
1128,Fall 2012,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1132,Jan-13,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1134,Spring 2013,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1136,Summer 2013,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,16
1136,Summer 2013,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
1138,Fall 2013,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1138,Fall 2013,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1142,Jan-14,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,84
1142,Jan-14,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,57
1142,Jan-14,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,45
1144,Spring 2014,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online Hybrid,1
1146,Summer 2014,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,13
1146,Summer 2014,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,33
1146,Summer 2014,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Independent Studies,49
1148,Fall 2014,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,30
1152,Jan-15,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,11
1152,Jan-15,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,40
1154,Spring 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,35
1154,Spring 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Independent Studies,1
1154,Spring 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Blended (Online & In-Person),65
1156,Summer 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Independent Studies,1
1158,Fall 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1158,Fall 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1158,Fall 2015,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1162,Jan-16,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1162,Jan-16,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,93
1162,Jan-16,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Independent Studies,65
1164,Spring 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1164,Spring 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1164,Spring 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1166,Summer 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1166,Summer 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),65
1168,Fall 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1168,Fall 2016,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,42
1172,Jan-17,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1172,Jan-17,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1172,Jan-17,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,68
1174,Spring 2017,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1176,Summer 2017,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,129
1176,Summer 2017,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,31
1176,Summer 2017,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Independent Studies,85
1178,Fall 2017,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1182,Jan-18,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Independent Studies,1
1182,Jan-18,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1184,Spring 2018,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1184,Spring 2018,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,133
1186,Summer 2018,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1188,Fall 2018,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1188,Fall 2018,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,62
1192,Jan-19,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1192,Jan-19,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1192,Jan-19,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,43
1194,Spring 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1196,Summer 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,116
1196,Summer 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,1
1198,Fall 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1198,Fall 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,1
1198,Fall 2019,EXTR79506,Extragalactic Astronomy,EXTR79506_3,Blended (Online & In-Person),1
1202,Jan-20,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,45
1202,Jan-20,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,115
1202,Jan-20,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1204,Spring 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,56
1206,Summer 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1206,Summer 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,75
1208,Fall 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1208,Fall 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Blended (Online & In-Person),2
1208,Fall 2020,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1212,Jan-21,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1212,Jan-21,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,38
1214,Spring 2021,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,36
1216,Summer 2021,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,1
1218,Fall 2021,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Blended (Online & In-Person),1
1218,Fall 2021,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,154
1222,Jan-22,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,227
1222,Jan-22,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,36
1224,Spring 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,22
1224,Spring 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,50
1226,Summer 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,40
1228,Fall 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,179
1228,Fall 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_2,Online,45
1228,Fall 2022,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,1
1232,Jan-23,EXTR79506,Extragalactic Astronomy,EXTR79506_1,In-Person,131
1234,Spring 2023,EXTR79506,Extragalactic Astronomy,EXTR79506_1,Online,1
1234,Spring 2023,EXTR79506,Extragalactic Astronomy,EXTR79506_2,In-Person,101
1234,Spring 2023,EXTR79506,Extragalactic Astronomy,EXTR79506_3,In-Person,58
904,Spring 1990,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,92
906,Summer 1990,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
906,Summer 1990,ASTR36720,Astrochemistry,ASTR36720_2,Online,194
908,Fall 1990,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
908,Fall 1990,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,58
914,Spring 1991,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),27
914,Spring 1991,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
916,Summer 1991,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,56
916,Summer 1991,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,67
918,Fall 1991,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
918,Fall 1991,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,49
924,Spring 1992,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,26
926,Summer 1992,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,56
926,Summer 1992,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,126
926,Summer 1992,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,233
928,Fall 1992,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,77
934,Spring 1993,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,39
934,Spring 1993,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,10
934,Spring 1993,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,46
936,Summer 1993,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,1
938,Fall 1993,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),151
938,Fall 1993,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,43
938,Fall 1993,ASTR36720,Astrochemistry,ASTR36720_3,Online,67
944,Spring 1994,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
946,Summer 1994,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,32
946,Summer 1994,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,119
946,Summer 1994,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
948,Fall 1994,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,40
954,Spring 1995,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,19
954,Spring 1995,ASTR36720,Astrochemistry,ASTR36720_2,Online,5
954,Spring 1995,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,189
956,Summer 1995,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,68
958,Fall 1995,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,29
964,Spring 1996,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,30
964,Spring 1996,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,71
964,Spring 1996,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
966,Summer 1996,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
966,Summer 1996,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),1
968,Fall 1996,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
