Fake ID,Term code,Term,Course section number,Grade,Units taken,Units earned,# of terms enrolled at time of course
567,1228,Fall 2022,HYPE24629_3,W,3,0,11
567,1228,Fall 2022,ORIG96662_2,B,3,3,11
567,1228,Fall 2022,ASTR48370_3,W,3,0,11
567,958,Fall 1995,GALA42460_3,B,3,3,1
567,958,Fall 1995,ASTR41081_2,W,3,0,1
567,964,Spring 1996,INTE10915_2,C-,3,3,3
567,964,Spring 1996,EXTR79506_1,F,3,0,3
567,964,Spring 1996,INTE93415_2,C-,3,3,3
567,968,Fall 1996,ORIG68077_3,C-,3,3,5
567,974,Spring 1997,GALA70070_1,D,3,3,7
567,974,Spring 1997,ASTR35756_1,A,3,3,7
567,974,Spring 1997,STAR38592_1,B+,3,3,7
567,974,Spring 1997,GALA46496_1,B-,3,3,7
567,976,Summer 1997,MILK50696_1,A,3,3,8
567,976,Summer 1997,ALIE11853_1,B-,3,3,8
567,978,Fall 1997,ASTR73455_1,A,3,3,9
567,978,Fall 1997,HYPE24629_1,C,3,3,9
567,978,Fall 1997,QUAN26259_3,C-,3,3,9
567,978,Fall 1997,SEAR80627_2,A,3,3,9
567,984,Spring 1998,DARK18849_1,D+,3,3,11
567,984,Spring 1998,COSM14823_1,W,3,0,11
567,984,Spring 1998,ALIE74993_2,W,3,0,11
567,984,Spring 1998,ASTR36720_1,A,3,3,11
567,988,Fall 1998,INTE86240_2,F,3,0,13
567,988,Fall 1998,SPAC75780_3,D+,3,3,13
567,988,Fall 1998,INTE16533_1,W,3,0,13
567,988,Fall 1998,ASTR48370_1,D+,3,3,13
568,1104,Spring 2010,QUAN26259_3,D+,3,3,3
568,1104,Spring 2010,ALIE11853_2,B+,3,3,3
568,1104,Spring 2010,ASTR73455_2,A,3,3,3
568,1108,Fall 2010,ASTR36720_3,C,3,3,5
568,1108,Fall 2010,INTE94952_2,W,3,0,5
568,1108,Fall 2010,GALA13196_3,A,3,3,5
568,1108,Fall 2010,STAR38592_1,D,3,3,5
568,1114,Spring 2011,ASTR35756_1,A,3,3,7
568,1114,Spring 2011,INTE86240_3,W,3,0,7
568,1114,Spring 2011,EXOP74254_1,W,3,0,7
568,1114,Spring 2011,BLAC59641_1,B,3,3,7
568,1116,Summer 2011,EXTR79506_1,W,3,0,8
568,1116,Summer 2011,INTE10915_1,A,3,3,8
568,1118,Fall 2011,EXOP31959_2,A-,3,3,9
568,1118,Fall 2011,HYPE24629_2,B,3,3,9
568,1118,Fall 2011,INTE16533_1,B+,3,3,9
568,1118,Fall 2011,EXTR79506_2,A,3,3,9
568,1124,Spring 2012,STAR99539_3,A,3,3,11
568,1124,Spring 2012,GALA46496_1,A,3,3,11
568,1124,Spring 2012,DARK86226_2,C-,3,3,11
568,1124,Spring 2012,GALA42460_1,A,3,3,11
568,1128,Fall 2012,COSM35159_2,B+,3,3,13
568,1128,Fall 2012,STEL81910_3,A,3,3,13
568,1128,Fall 2012,SPAC75780_1,C+,3,3,13
568,1128,Fall 2012,EXTR38630_1,A,3,3,13
568,1128,Fall 2012,EXOP74254_2,C,3,3,13
568,1134,Spring 2013,INTE86240_3,A,3,3,15
568,1138,Fall 2013,ASTR48370_1,A-,3,3,17
568,1138,Fall 2013,SEAR80627_2,A,3,3,17
568,1138,Fall 2013,ORIG96662_1,B,3,3,17
568,1138,Fall 2013,MILK56869_1,B,3,3,17
568,1138,Fall 2013,INTE93415_1,D,3,3,17
568,1148,Fall 2014,ALIE74993_2,B+,3,3,21
568,1148,Fall 2014,SPAC22458_1,A,3,3,21
569,1208,Fall 2020,ASTR48370_1,A,3,3,1
569,1208,Fall 2020,ORIG96662_2,A,3,3,1
569,1208,Fall 2020,DARK18849_3,B-,3,3,1
569,1208,Fall 2020,ASTR36720_1,F,3,0,1
569,1214,Spring 2021,QUAN26259_3,C-,3,3,3
569,1218,Fall 2021,EXTR79506_1,F,3,0,5
569,1218,Fall 2021,SPAC22458_3,C+,3,3,5
569,1218,Fall 2021,COSM14823_2,W,3,0,5
569,1218,Fall 2021,STAR38592_1,C,3,3,5
569,1224,Spring 2022,INTE86240_2,C-,3,3,7
569,1224,Spring 2022,INTE93415_2,W,3,0,7
569,1224,Spring 2022,EXTR38630_2,W,3,0,7
569,1228,Fall 2022,BLAC59641_1,A,3,3,9
569,1228,Fall 2022,HYPE24629_1,W,3,0,9
569,1228,Fall 2022,GALA77139_2,W,3,0,9
569,1228,Fall 2022,STAR99539_1,A,3,3,9
569,1228,Fall 2022,EXTR79506_2,C+,3,3,9
570,1138,Fall 2013,BLAC49063_3,W,3,0,1
570,1138,Fall 2013,ASTR35756_1,A,3,3,1
570,1138,Fall 2013,EXTR38630_2,D,3,3,1
570,1144,Spring 2014,ASTR41081_2,B+,3,3,3
570,1144,Spring 2014,INTE10915_2,D+,3,3,3
570,1144,Spring 2014,DARK86226_2,C+,3,3,3
570,1144,Spring 2014,INTE86240_1,B+,3,3,3
570,1148,Fall 2014,SPAC75780_1,D,3,3,5
570,1148,Fall 2014,EXOP31959_1,A-,3,3,5
570,1148,Fall 2014,ASTR73455_3,A,3,3,5
570,1148,Fall 2014,GALA13196_1,F,3,0,5
570,1154,Spring 2015,ALIE11853_2,F,3,0,7
570,1154,Spring 2015,STAR38592_2,F,3,0,7
570,1154,Spring 2015,GALA46496_2,B+,3,3,7
570,1154,Spring 2015,INTE16533_1,D+,3,3,7
570,1158,Fall 2015,MILK50696_3,D,3,3,9
570,1158,Fall 2015,ORIG96662_1,F,3,0,9
570,1158,Fall 2015,EXTR79506_1,A,3,3,9
570,1158,Fall 2015,BLAC49063_1,A-,3,3,9
570,1158,Fall 2015,ASTR73455_1,A,3,3,1
570,1158,Fall 2015,EXOP74254_2,A,3,3,1
570,1158,Fall 2015,STAR38592_2,A,3,3,1
570,1158,Fall 2015,GALA46496_2,F,3,0,1
570,1164,Spring 2016,INTE93415_3,W,3,0,3
570,1164,Spring 2016,GALA66884_2,A-,3,3,3
570,1164,Spring 2016,QUAN26259_1,A,3,3,3
570,1164,Spring 2016,BLAC49063_1,B+,3,3,3
570,1166,Summer 2016,GALA40097_1,A,3,3,4
570,1168,Fall 2016,DARK86226_3,C,3,3,5
570,1168,Fall 2016,INTE93415_1,A-,3,3,5
570,1168,Fall 2016,SPAC75780_3,B,3,3,5
570,1168,Fall 2016,ASTR41081_1,D+,3,3,5
570,1174,Spring 2017,EXTR79506_3,F,3,0,7
570,1174,Spring 2017,GALA13196_2,A-,3,3,7
570,1174,Spring 2017,COSM14823_1,B+,3,3,7
570,1174,Spring 2017,INTE10915_2,D,3,3,7
570,1174,Spring 2017,INTE86240_2,B+,3,3,7
571,1078,Fall 2007,BLAC59641_1,D,3,3,1
571,1078,Fall 2007,EXTR79506_2,C-,3,3,1
571,1078,Fall 2007,STAR38592_2,B,3,3,1
571,1078,Fall 2007,SPAC90791_3,A-,3,3,1
571,1084,Spring 2008,DARK18849_2,A,3,3,3
571,1084,Spring 2008,COSM92852_1,A,3,3,3
571,1088,Fall 2008,EXOP56809_2,D+,3,3,5
571,1088,Fall 2008,HYPE24629_1,W,3,0,5
571,1068,Fall 2006,STAR38592_1,C-,3,3,1
571,1072,January 2007,QUAN26259_2,B+,3,3,2
571,1074,Spring 2007,EXTR38630_1,A-,3,3,3
571,1074,Spring 2007,MILK71096_1,A-,3,3,3
571,1074,Spring 2007,ALIE58926_3,A-,3,3,3
571,1074,Spring 2007,SPAC90791_2,D+,3,3,3
571,1078,Fall 2007,HYPE24629_2,B+,3,3,5
571,1078,Fall 2007,INTE16533_1,D,3,3,5
571,1078,Fall 2007,GALA40097_1,B,3,3,5
571,1084,Spring 2008,ALIE11853_1,W,3,0,7
571,1088,Fall 2008,SPAC75780_2,A,3,3,9
571,1088,Fall 2008,ALIE11853_1,B-,3,3,9
571,1088,Fall 2008,INTE10915_2,A,3,3,9
571,1088,Fall 2008,DARK18849_1,W,3,0,9
571,1094,Spring 2009,ASTR41081_3,A,3,3,11
571,1094,Spring 2009,INTE93415_2,A-,3,3,11
571,1094,Spring 2009,EXOP74254_1,A,3,3,11
571,1094,Spring 2009,BLAC49063_3,F,3,0,11
571,1094,Spring 2009,ASTR48370_2,B+,3,3,11
571,1098,Fall 2009,GALA13196_2,B-,3,3,13
571,1098,Fall 2009,INTE86240_3,B+,3,3,13
571,1098,Fall 2009,ORIG96662_2,W,3,0,13
571,1104,Spring 2010,EXTR79506_1,D+,3,3,15
571,1104,Spring 2010,STAR99539_3,W,3,0,15
571,1104,Spring 2010,GALA66884_3,F,3,0,15
571,1104,Spring 2010,EXOP31959_1,F,3,0,15
572,1118,Fall 2011,STAR38592_2,A,3,3,2
572,1118,Fall 2011,STAR99539_1,A-,3,3,2
572,1118,Fall 2011,COSM92852_3,D,3,3,2
572,1118,Fall 2011,EXOP74254_1,A-,3,3,2
572,1124,Spring 2012,ALIE74993_1,F,3,0,4
572,1128,Fall 2012,MILK71096_1,A,3,3,6
572,1128,Fall 2012,ALIE11853_1,D,3,3,6
572,1128,Fall 2012,EXTR79506_1,A,3,3,6
572,1128,Fall 2012,ASTR73455_2,C+,3,3,6
572,1134,Spring 2013,DARK18849_1,W,3,0,8
572,1134,Spring 2013,ALIE58926_2,A,3,3,8
572,1136,Summer 2013,SEAR80627_1,W,3,0,9
572,1138,Fall 2013,ASTR41081_1,F,3,0,10
572,1138,Fall 2013,ASTR35756_1,C,3,3,10
572,1144,Spring 2014,INTE93415_3,B,3,3,12
572,1144,Spring 2014,EXTR38630_1,A,3,3,12
572,1144,Spring 2014,SPAC90791_2,F,3,0,12
572,1144,Spring 2014,BLAC59641_1,A,3,3,12
572,1148,Fall 2014,ASTR48370_1,C,3,3,14
572,1148,Fall 2014,SPAC75780_1,A,3,3,14
572,1148,Fall 2014,GALA46496_2,B,3,3,14
572,1154,Spring 2015,DARK94166_1,W,3,0,16
572,1154,Spring 2015,ORIG96662_1,A,3,3,16
572,1154,Spring 2015,INTE94952_1,D,3,3,16
572,1154,Spring 2015,QUAN26259_2,A,3,3,16
572,1158,Fall 2015,DARK94166_2,C-,3,3,18
572,1158,Fall 2015,ASTR41081_1,A,3,3,18
572,1158,Fall 2015,GALA77139_3,D,3,3,18
572,1158,Fall 2015,GALA13196_1,A,3,3,18
572,1158,Fall 2015,STEL97614_1,C+,3,3,18
572,1162,January 2016,EXOP56809_2,F,3,0,19
572,1124,Spring 2012,EXTR79506_1,A,3,3,1
572,1124,Spring 2012,ASTR36720_1,A,3,3,1
572,1128,Fall 2012,SPAC90791_1,W,3,0,3
572,1128,Fall 2012,STAR99539_2,A,3,3,3
572,1128,Fall 2012,EXOP56809_1,A,3,3,3
572,1128,Fall 2012,HYPE24629_1,D+,3,3,3
573,1114,Spring 2011,EXTR38630_3,B+,3,3,1
573,1114,Spring 2011,STAR99539_1,D,3,3,1
573,1114,Spring 2011,ASTR73455_2,A-,3,3,1
573,1118,Fall 2011,ALIE58926_2,B+,3,3,3
573,1118,Fall 2011,STAR38592_1,A,3,3,3
573,1124,Spring 2012,ASTR35756_3,C+,3,3,5
573,1124,Spring 2012,SEAR80627_1,D+,3,3,5
573,1124,Spring 2012,GALA70070_3,A,3,3,5
573,1124,Spring 2012,COSM92852_2,A-,3,3,5
573,1128,Fall 2012,EXTR79506_3,A-,3,3,7
573,1128,Fall 2012,DARK94166_1,A,3,3,7
573,1128,Fall 2012,ASTR48370_1,C-,3,3,7
573,1128,Fall 2012,SPAC75780_3,B+,3,3,7
573,1138,Fall 2013,EXTR38630_1,B,3,3,1
573,1138,Fall 2013,ORIG68077_1,B+,3,3,1
573,1138,Fall 2013,BLAC59641_1,A-,3,3,1
573,1138,Fall 2013,SPAC22458_2,F,3,0,1
573,1138,Fall 2013,GALA70070_2,A,3,3,1
573,1144,Spring 2014,STAR99539_1,B,3,3,3
573,1154,Spring 2015,SEAR80627_1,D+,3,3,7
574,1188,Fall 2018,SPAC75780_2,D,3,3,1
574,1188,Fall 2018,QUAN26259_2,A,3,3,1
574,1188,Fall 2018,EXOP56809_1,D+,3,3,1
574,1188,Fall 2018,ASTR73455_2,A,3,3,1
574,1194,Spring 2019,GALA40097_2,C+,3,3,3
574,1194,Spring 2019,STAR38592_3,D,3,3,3
574,1194,Spring 2019,ASTR35756_1,C,3,3,3
574,1198,Fall 2019,MILK56869_2,F,3,0,5
574,1198,Fall 2019,SEAR80627_1,W,3,0,5
574,1198,Fall 2019,ORIG68077_1,A,3,3,5
574,1198,Fall 2019,SPAC90791_1,C,3,3,5
574,1204,Spring 2020,INTE93415_2,A,3,3,7
574,1208,Fall 2020,STAR99539_1,F,3,0,9
574,1178,Fall 2017,STAR38592_1,A-,3,3,2
574,1178,Fall 2017,ORIG68077_3,W,3,0,2
574,1178,Fall 2017,MILK71096_2,A,3,3,2
574,1178,Fall 2017,INTE93415_1,B-,3,3,2
574,1178,Fall 2017,STAR99539_1,F,3,0,2
574,1184,Spring 2018,ASTR73455_3,A-,3,3,4
574,1184,Spring 2018,GALA13196_1,C,3,3,4
574,1188,Fall 2018,STAR99539_1,W,3,0,6
574,1188,Fall 2018,ASTR36720_2,B+,3,3,6
574,1188,Fall 2018,HYPE24629_2,C+,3,3,6
574,1188,Fall 2018,SPAC22458_3,B,3,3,6
574,1194,Spring 2019,INTE86240_1,C-,3,3,8
574,1194,Spring 2019,ASTR35756_2,B,3,3,8
574,1194,Spring 2019,GALA40097_2,B+,3,3,8
574,1194,Spring 2019,STAR99539_1,A,3,3,8
574,1198,Fall 2019,GALA42460_3,C-,3,3,10
574,1198,Fall 2019,ALIE11853_2,B-,3,3,10
574,1198,Fall 2019,COSM14823_2,A,3,3,10
574,1118,Fall 2011,GALA40097_1,A,3,3,2
574,1124,Spring 2012,EXOP74254_1,A,3,3,4
574,1124,Spring 2012,EXTR38630_3,B,3,3,4
574,1124,Spring 2012,DARK94166_1,A,3,3,4
574,1124,Spring 2012,ASTR41081_2,B,3,3,4
574,1124,Spring 2012,COSM92852_1,A-,3,3,4
574,1126,Summer 2012,EXOP56809_2,A-,3,3,5
574,1128,Fall 2012,QUAN26259_1,C,3,3,6
574,1128,Fall 2012,EXTR79506_3,B-,3,3,6
574,1134,Spring 2013,ASTR73455_1,W,3,0,8
574,1134,Spring 2013,HYPE24629_1,B,3,3,8
574,1134,Spring 2013,STAR38592_3,F,3,0,8
575,1134,Spring 2013,ASTR36720_1,B,3,3,1
575,1134,Spring 2013,STAR99539_1,A,3,3,1
575,1134,Spring 2013,MILK50696_2,B,3,3,1
575,1136,Summer 2013,DARK86226_1,W,3,0,2
575,1138,Fall 2013,INTE10915_1,B+,3,3,3
575,1138,Fall 2013,ASTR73455_2,C,3,3,3
575,1144,Spring 2014,GALA40097_3,C,3,3,5
575,1144,Spring 2014,EXOP74254_2,A,3,3,5
575,1144,Spring 2014,EXOP56809_1,W,3,0,5
575,1144,Spring 2014,ASTR48370_2,A-,3,3,5
575,1148,Fall 2014,INTE86240_2,B-,3,3,7
575,1148,Fall 2014,HYPE24629_2,F,3,0,7
575,1148,Fall 2014,COSM92852_3,B-,3,3,7
575,1148,Fall 2014,BLAC49063_1,C+,3,3,7
575,1154,Spring 2015,QUAN26259_2,W,3,0,9
575,1154,Spring 2015,DARK18849_3,A-,3,3,9
575,1154,Spring 2015,SPAC90791_1,B,3,3,9
575,1154,Spring 2015,ALIE74993_2,A,3,3,9
575,1156,Summer 2015,ALIE11853_2,F,3,0,10
575,1158,Fall 2015,EXTR38630_2,W,3,0,11
575,1158,Fall 2015,QUAN26259_2,D,3,3,11
575,1164,Spring 2016,ORIG96662_2,A-,3,3,13
575,1164,Spring 2016,GALA70070_3,C+,3,3,13
575,1164,Spring 2016,ALIE11853_1,W,3,0,13
575,1168,Fall 2016,EXOP56809_1,B-,3,3,15
575,1168,Fall 2016,SEAR80627_2,A,3,3,15
575,1168,Fall 2016,INTE16533_1,W,3,0,15
576,1178,Fall 2017,COSM92852_2,A-,3,3,1
576,1178,Fall 2017,MILK71096_2,F,3,0,1
576,1184,Spring 2018,INTE16533_1,W,3,0,3
576,1188,Fall 2018,ASTR36720_1,F,3,0,5
576,1188,Fall 2018,ALIE58926_3,C,3,3,5
576,1188,Fall 2018,GALA46496_1,D+,3,3,5
576,1194,Spring 2019,STAR38592_2,D+,3,3,7
576,1194,Spring 2019,INTE10915_2,B+,3,3,7
576,1194,Spring 2019,MILK56869_1,C-,3,3,7
576,1194,Spring 2019,INTE93415_1,A,3,3,7
577,1048,Fall 2004,ASTR35756_3,C,3,3,1
577,1048,Fall 2004,ALIE58926_2,D+,3,3,1
577,1048,Fall 2004,ORIG96662_1,W,3,0,1
577,1054,Spring 2005,SPAC90791_3,A,3,3,3
577,1054,Spring 2005,DARK18849_1,A,3,3,3
577,1054,Spring 2005,STEL81910_1,B+,3,3,3
577,1054,Spring 2005,STAR38592_3,A-,3,3,3
577,1054,Spring 2005,STAR99539_2,W,3,0,3
577,1058,Fall 2005,ASTR73455_2,C-,3,3,5
577,1058,Fall 2005,GALA13196_2,W,3,0,5
577,1058,Fall 2005,INTE86240_1,D+,3,3,5
577,1038,Fall 2003,EXTR38630_1,D,3,3,1
577,1038,Fall 2003,SPAC90791_3,D+,3,3,1
577,1038,Fall 2003,STAR99539_1,A-,3,3,1
577,1038,Fall 2003,ASTR73455_2,A-,3,3,1
577,1044,Spring 2004,ASTR48370_3,B-,3,3,3
577,1044,Spring 2004,STAR38592_3,B,3,3,3
577,1044,Spring 2004,ALIE11853_3,A-,3,3,3
577,1044,Spring 2004,SEAR80627_2,F,3,0,3
577,1046,Summer 2004,COSM35159_1,W,3,0,4
577,1048,Fall 2004,INTE93415_3,W,3,0,5
577,1048,Fall 2004,QUAN26259_1,A,3,3,5
577,1048,Fall 2004,BLAC59641_1,D,3,3,5
577,1048,Fall 2004,ALIE58926_1,A,3,3,5
577,1048,Fall 2004,HYPE24629_2,D,3,3,5
577,1054,Spring 2005,EXOP56809_1,W,3,0,7
577,1054,Spring 2005,INTE93415_2,W,3,0,7
577,1054,Spring 2005,STEL97614_1,A,3,3,7
577,1054,Spring 2005,GALA46496_3,B-,3,3,7
577,1058,Fall 2005,DARK94166_1,W,3,0,9
577,1058,Fall 2005,INTE10915_2,A-,3,3,9
577,1058,Fall 2005,COSM92852_2,B+,3,3,9
577,1058,Fall 2005,GALA70070_3,C+,3,3,9
577,1064,Spring 2006,INTE93415_1,W,3,0,11
577,1064,Spring 2006,INTE94952_2,A,3,3,11
577,1064,Spring 2006,SPAC75780_1,B-,3,3,11
577,1064,Spring 2006,INTE86240_3,D+,3,3,11
577,1068,Fall 2006,INTE93415_1,B,3,3,13
577,1068,Fall 2006,EXOP31959_1,C,3,3,13
577,1068,Fall 2006,EXOP74254_2,A-,3,3,13
577,1068,Fall 2006,ASTR35756_2,A-,3,3,13
577,1068,Fall 2006,DARK18849_2,W,3,0,13
578,1128,Fall 2012,ASTR73455_1,D+,3,3,2
578,1128,Fall 2012,SPAC75780_1,F,3,0,2
578,1134,Spring 2013,GALA46496_3,B+,3,3,4
578,1134,Spring 2013,INTE86240_3,D,3,3,4
578,1134,Spring 2013,SPAC75780_2,A,3,3,4
578,1134,Spring 2013,QUAN26259_1,A,3,3,4
578,1138,Fall 2013,EXOP74254_1,A,3,3,6
578,1138,Fall 2013,GALA66884_1,A-,3,3,6
578,1138,Fall 2013,EXOP56809_1,C+,3,3,6
578,1138,Fall 2013,COSM92852_2,D,3,3,6
578,1144,Spring 2014,ALIE74993_1,W,3,0,8
578,1148,Fall 2014,INTE93415_3,A,3,3,10
578,1148,Fall 2014,SPAC90791_2,A-,3,3,10
578,1154,Spring 2015,GALA70070_1,D,3,3,12
578,1154,Spring 2015,ASTR41081_1,F,3,0,12
578,1154,Spring 2015,INTE10915_2,C,3,3,12
578,1154,Spring 2015,ASTR35756_1,A-,3,3,12
578,1154,Spring 2015,EXTR38630_2,B+,3,3,12
578,1004,Spring 2000,ORIG68077_2,C,3,3,1
578,1004,Spring 2000,GALA46496_1,C+,3,3,1
578,1004,Spring 2000,EXTR79506_1,F,3,0,1
578,1006,Summer 2000,GALA13196_2,B+,3,3,2
578,1006,Summer 2000,SPAC90791_1,A,3,3,2
578,1008,Fall 2000,MILK71096_2,A-,3,3,3
578,1014,Spring 2001,INTE86240_2,F,3,0,5
578,1014,Spring 2001,INTE93415_2,W,3,0,5
578,1018,Fall 2001,GALA42460_3,W,3,0,7
578,1024,Spring 2002,ASTR36720_1,A,3,3,9
578,1024,Spring 2002,COSM14823_3,A,3,3,9
578,1026,Summer 2002,QUAN26259_2,A-,3,3,10
578,1026,Summer 2002,STAR38592_2,A,3,3,10
579,1028,Fall 2002,ASTR35756_1,F,3,0,1
579,1028,Fall 2002,ALIE58926_3,B+,3,3,1
579,1028,Fall 2002,GALA13196_1,B+,3,3,1
579,1028,Fall 2002,ASTR41081_1,B,3,3,1
579,1034,Spring 2003,ASTR73455_2,W,3,0,3
579,1038,Fall 2003,STAR38592_3,A,3,3,5
579,1038,Fall 2003,ORIG68077_1,D+,3,3,5
579,1042,January 2004,QUAN26259_1,C,3,3,6
579,1044,Spring 2004,ASTR73455_2,C-,3,3,7
579,1044,Spring 2004,EXTR79506_2,A-,3,3,7
579,1044,Spring 2004,EXTR38630_2,B-,3,3,7
579,1044,Spring 2004,GALA66884_3,C,3,3,7
579,1044,Spring 2004,INTE86240_1,A-,3,3,7
579,1054,Spring 2005,STAR99539_1,C,3,3,11
579,1054,Spring 2005,SPAC75780_2,A-,3,3,11
579,1054,Spring 2005,INTE10915_3,F,3,0,11
579,1054,Spring 2005,HYPE24629_2,B,3,3,11
579,1058,Fall 2005,SEAR80627_1,B,3,3,13
579,1058,Fall 2005,STEL97614_1,W,3,0,13
579,1058,Fall 2005,EXOP74254_2,B+,3,3,13
579,1058,Fall 2005,GALA46496_2,C+,3,3,13
579,1064,Spring 2006,INTE93415_2,D,3,3,15
579,1064,Spring 2006,EXOP56809_2,W,3,0,15
579,1068,Fall 2006,BLAC49063_1,F,3,0,17
579,1068,Fall 2006,MILK50696_2,A,3,3,17
579,1068,Fall 2006,ASTR35756_3,A,3,3,17
579,1068,Fall 2006,ASTR48370_1,C-,3,3,17
579,1068,Fall 2006,COSM35159_1,B,3,3,17
580,1048,Fall 2004,GALA42460_3,C,3,3,1
580,1054,Spring 2005,SPAC75780_3,B,3,3,3
580,1054,Spring 2005,STEL18167_1,B+,3,3,3
580,1054,Spring 2005,STAR99539_1,C-,3,3,3
580,1058,Fall 2005,ORIG96662_1,B+,3,3,5
580,1058,Fall 2005,HYPE24629_3,C-,3,3,5
580,1058,Fall 2005,INTE93415_1,B,3,3,5
581,1128,Fall 2012,INTE86240_3,A,3,3,1
581,1128,Fall 2012,ASTR48370_2,A,3,3,1
581,1134,Spring 2013,EXOP56809_3,A,3,3,3
581,1068,Fall 2006,INTE93415_3,A,3,3,1
581,1068,Fall 2006,SPAC75780_2,W,3,0,1
581,1068,Fall 2006,ASTR41081_2,B+,3,3,1
581,1074,Spring 2007,GALA70070_1,A,3,3,3
581,1074,Spring 2007,COSM35159_3,B,3,3,3
581,1078,Fall 2007,STAR38592_3,B-,3,3,5
581,1078,Fall 2007,INTE16533_1,C+,3,3,5
581,1084,Spring 2008,EXTR79506_1,A,3,3,7
582,1188,Fall 2018,INTE86240_1,D,3,3,1
582,1194,Spring 2019,ASTR73455_3,B+,3,3,3
582,1194,Spring 2019,SEAR80627_1,F,3,0,3
582,1194,Spring 2019,DARK86226_3,A,3,3,3
582,1194,Spring 2019,ASTR36720_1,C,3,3,3
582,1196,Summer 2019,ORIG96662_1,C,3,3,4
582,1198,Fall 2019,SEAR80627_1,B-,3,3,5
582,1198,Fall 2019,GALA77139_1,W,3,0,5
582,1198,Fall 2019,ASTR48370_1,C-,3,3,5
582,1198,Fall 2019,STAR38592_1,A,3,3,5
582,1204,Spring 2020,STEL97614_1,D,3,3,7
582,1204,Spring 2020,INTE93415_1,C,3,3,7
582,1204,Spring 2020,SPAC22458_3,D,3,3,7
582,1208,Fall 2020,GALA77139_1,W,3,0,9
582,1208,Fall 2020,EXOP74254_2,C,3,3,9
582,1208,Fall 2020,ALIE11853_2,B+,3,3,9
582,1208,Fall 2020,COSM92852_2,B,3,3,9
582,1214,Spring 2021,QUAN26259_1,W,3,0,11
582,1218,Fall 2021,EXTR38630_1,A,3,3,13
582,1224,Spring 2022,EXOP31959_1,C+,3,3,15
582,1224,Spring 2022,GALA40097_2,D+,3,3,15
582,1224,Spring 2022,INTE79674_2,A-,3,3,15
582,1228,Fall 2022,STAR99539_1,C-,3,3,17
582,1228,Fall 2022,MILK56869_2,C,3,3,17
582,1228,Fall 2022,QUAN26259_1,C+,3,3,17
582,1228,Fall 2022,ALIE58926_2,A,3,3,17
583,1088,Fall 2008,EXOP74254_1,W,3,0,2
583,1088,Fall 2008,EXTR79506_1,B,3,3,2
583,1088,Fall 2008,INTE86240_1,F,3,0,2
583,1088,Fall 2008,ALIE11853_3,F,3,0,2
583,1094,Spring 2009,DARK94166_2,B+,3,3,4
583,1094,Spring 2009,SPAC75780_1,A,3,3,4
583,1098,Fall 2009,GALA70070_3,A,3,3,6
583,1098,Fall 2009,INTE94952_2,A-,3,3,6
583,1098,Fall 2009,STEL18167_2,C,3,3,6
583,1098,Fall 2009,QUAN26259_3,D,3,3,6
583,1102,January 2010,EXOP74254_1,F,3,0,7
583,1104,Spring 2010,ASTR41081_1,C,3,3,8
583,1104,Spring 2010,ASTR73455_1,B+,3,3,8
583,1104,Spring 2010,INTE86240_2,F,3,0,8
583,1108,Fall 2010,COSM14823_3,W,3,0,10
583,1108,Fall 2010,BLAC49063_1,C+,3,3,10
583,1114,Spring 2011,ASTR48370_3,C-,3,3,12
583,1114,Spring 2011,ALIE11853_1,C+,3,3,12
583,1114,Spring 2011,GALA42460_2,D,3,3,12
583,1194,Spring 2019,ASTR48370_1,C+,3,3,1
583,1194,Spring 2019,BLAC59641_2,D,3,3,1
583,1194,Spring 2019,EXTR79506_2,A,3,3,1
583,1194,Spring 2019,INTE86240_1,C,3,3,1
583,1198,Fall 2019,INTE79674_3,W,3,0,3
583,1198,Fall 2019,ORIG68077_1,B-,3,3,3
583,1198,Fall 2019,INTE10915_2,D,3,3,3
583,1198,Fall 2019,GALA13196_3,W,3,0,3
583,1204,Spring 2020,SEAR80627_1,B-,3,3,5
583,1204,Spring 2020,DARK18849_3,A-,3,3,5
583,1208,Fall 2020,ASTR36720_2,A,3,3,7
583,1208,Fall 2020,ALIE58926_3,W,3,0,7
583,1208,Fall 2020,STAR99539_3,B-,3,3,7
583,1214,Spring 2021,EXTR38630_1,A-,3,3,9
583,1214,Spring 2021,GALA66884_1,C-,3,3,9
583,1214,Spring 2021,GALA46496_3,A-,3,3,9
583,1214,Spring 2021,QUAN26259_1,W,3,0,9
583,1218,Fall 2021,EXOP74254_1,A,3,3,11
583,1218,Fall 2021,MILK71096_1,A,3,3,11
583,1218,Fall 2021,ASTR73455_1,A,3,3,11
583,1218,Fall 2021,SPAC75780_3,F,3,0,11
583,1174,Spring 2017,STAR38592_1,B+,3,3,1
583,1174,Spring 2017,EXOP74254_2,W,3,0,1
583,1174,Spring 2017,STEL18167_2,C-,3,3,1
583,1174,Spring 2017,ALIE74993_3,B,3,3,1
583,1178,Fall 2017,QUAN26259_2,A,3,3,3
583,1178,Fall 2017,HYPE24629_1,D+,3,3,3
583,1178,Fall 2017,ASTR41081_3,C+,3,3,3
583,1178,Fall 2017,GALA70070_1,C-,3,3,3
583,1178,Fall 2017,SEAR80627_2,A-,3,3,3
583,1184,Spring 2018,ORIG96662_3,C,3,3,5
583,1184,Spring 2018,SPAC75780_1,A-,3,3,5
583,1186,Summer 2018,ASTR48370_1,F,3,0,6
