Fake ID,Term code,Term,Academic plan code,Academic plan,Term GPA,Cumulative GPA,Academic load,Attempted units,Earned units,Total cumulative units,Program status
624,1146,Summer 2014,BALINTSECY,B.S. of Intergalactic Security,2,4,Full-time,12,9,9,Active in Program
624,1148,Fall 2014,BALINTSECY,B.S. of Intergalactic Security,0,3,Full-time,3,0,12,Active in Program
624,1152,January 2015,BALINTSECY,B.S. of Intergalactic Security,4,3.2,Full-time,6,3,15,Active in Program
624,1154,Spring 2015,BALINTSECY,B.S. of Intergalactic Security,0,2.666666667,Full-time,0,0,18,Active in Program
624,1156,Summer 2015,BALINTSECY,B.S. of Intergalactic Security,2.075,3.471428571,Full-time,12,12,21,Active in Program
624,1158,Fall 2015,BALINTSECY,B.S. of Intergalactic Security,0,3.0375,Full-time,0,0,24,Active in Program
624,1162,January 2016,BALINTSECY,B.S. of Intergalactic Security,3.666666667,3.922222222,Full-time,9,9,27,Active in Program
624,1164,Spring 2016,BALINTSECY,B.S. of Intergalactic Security,0,3.53,Full-time,0,0,30,Active in Program
624,1166,Summer 2016,BALINTSECY,B.S. of Intergalactic Security,4,3.572727273,Part-time,3,3,33,Active in Program
624,1168,Fall 2016,BALINTSECY,B.S. of Intergalactic Security,0,3.275,Part-time,0,0,36,Active in Program
624,1172,January 2017,BALINTSECY,B.S. of Intergalactic Security,0.8,3.330769231,Part-time,15,3,39,Active in Program
624,1174,Spring 2017,BALINTSECY,B.S. of Intergalactic Security,0,3.092857143,Part-time,0,0,42,Active in Program
624,1176,Summer 2017,BALINTSECY,B.S. of Intergalactic Security,2.1,3.446666667,Full-time,12,9,45,Active in Program
624,1178,Fall 2017,BALINTSECY,B.S. of Intergalactic Security,0,3.23125,Full-time,0,0,48,Active in Program
624,1182,January 2018,BALINTSECY,B.S. of Intergalactic Security,1.425,3.376470588,Full-time,12,6,51,Active in Program
624,1184,Spring 2018,BALINTSECY,B.S. of Intergalactic Security,0,3.188888889,Full-time,0,0,54,Active in Program
624,1186,Summer 2018,BALINTSECY,B.S. of Intergalactic Security,0,3.021052632,Part-time,0,0,57,Leave of Absence
624,1188,Fall 2018,BALINTSECY,B.S. of Intergalactic Security,0,2.87,Part-time,0,0,60,Leave of Absence
624,1192,January 2019,BALINTSECY,B.S. of Intergalactic Security,2.866666667,3.142857143,Part-time,12,9,63,Active in Program
624,1194,Spring 2019,BALINTSECY,B.S. of Intergalactic Security,0,3,Part-time,0,0,66,Active in Program
624,1196,Summer 2019,BALINTSECY,B.S. of Intergalactic Security,3.475,3.473913043,Full-time,12,12,69,Active in Program
625,1092,January 2009,ASSINTRELS,A.A. of Interspecies Relations,2.65,5.3,Full-time,6,6,3,Active in Program
625,1094,Spring 2009,ASSINTRELS,A.A. of Interspecies Relations,3.7,4.5,Full-time,3,3,6,Active in Program
625,1096,Summer 2009,ASSINTRELS,A.A. of Interspecies Relations,1.65,4.1,Full-time,12,3,9,Active in Program
625,1098,Fall 2009,ASSINTRELS,A.A. of Interspecies Relations,0,3.075,Full-time,0,0,12,Active in Program
625,1102,January 2010,ASSINTRELS,A.A. of Interspecies Relations,3.3,3.12,Full-time,3,3,15,Active in Program
625,1104,Spring 2010,ASSINTRELS,A.A. of Interspecies Relations,0,2.6,Full-time,0,0,18,Active in Program
625,1106,Summer 2010,ASSINTRELS,A.A. of Interspecies Relations,4,3.371428571,Part-time,6,6,21,Active in Program
625,1108,Fall 2010,ASSINTRELS,A.A. of Interspecies Relations,0,2.95,Part-time,0,0,24,Active in Program
625,1112,January 2011,ASSINTRELS,A.A. of Interspecies Relations,0,2.622222222,Part-time,3,0,27,Active in Program
625,1114,Spring 2011,ASSINTRELS,A.A. of Interspecies Relations,0,2.36,Part-time,0,0,30,Active in Program
625,1116,Summer 2011,ASSINTRELS,A.A. of Interspecies Relations,2.65,2.627272727,Part-time,9,6,33,Active in Program
625,1118,Fall 2011,ASSINTRELS,A.A. of Interspecies Relations,0,2.408333333,Part-time,0,0,36,Active in Program
625,1122,January 2012,ASSINTRELS,A.A. of Interspecies Relations,2.65,2.630769231,Part-time,6,6,39,Active in Program
625,1124,Spring 2012,ASSINTRELS,A.A. of Interspecies Relations,0,2.442857143,Part-time,0,0,42,Active in Program
625,1126,Summer 2012,ASSINTRELS,A.A. of Interspecies Relations,4,2.546666667,Part-time,3,3,45,Active in Program
625,1022,January 2002,BALSPEDESY,B.S. of Space Engineering and Design,3.075,12.3,Full-time,12,12,3,Active in Program
625,1024,Spring 2002,BALSPEDESY,B.S. of Space Engineering and Design,0,6.15,Full-time,0,0,6,Active in Program
625,1026,Summer 2002,BALSPEDESY,B.S. of Space Engineering and Design,3.3,5.2,Part-time,3,3,9,Active in Program
625,1028,Fall 2002,BALSPEDESY,B.S. of Space Engineering and Design,0,3.9,Part-time,0,0,12,Active in Program
625,1032,January 2003,BALSPEDESY,B.S. of Space Engineering and Design,2.433333333,4.58,Part-time,12,9,15,Active in Program
625,1034,Spring 2003,BALSPEDESY,B.S. of Space Engineering and Design,0,3.816666667,Part-time,0,0,18,Active in Program
625,1036,Summer 2003,BALSPEDESY,B.S. of Space Engineering and Design,0,3.271428571,Part-time,0,0,21,Leave of Absence
625,1038,Fall 2003,BALSPEDESY,B.S. of Space Engineering and Design,1,2.9875,Part-time,3,3,24,Active in Program
625,1042,January 2004,BALSPEDESY,B.S. of Space Engineering and Design,0.65,2.8,Part-time,6,3,27,Active in Program
625,1044,Spring 2004,BALSPEDESY,B.S. of Space Engineering and Design,0,2.52,Part-time,0,0,30,Active in Program
626,1202,January 2020,ASSPACETEC,A.A. of Space Technology,3.233333333,9.7,Full-time,12,9,3,Active in Program
626,1204,Spring 2020,ASSPACETEC,A.A. of Space Technology,0,4.85,Full-time,0,0,6,Active in Program
626,1206,Summer 2020,ASSPACETEC,A.A. of Space Technology,3.3,4.333333333,Part-time,3,3,9,Active in Program
626,1208,Fall 2020,ASSPACETEC,A.A. of Space Technology,0,3.25,Part-time,0,0,12,Active in Program
626,1212,January 2021,ASSPACETEC,A.A. of Space Technology,3.333333333,4.6,Part-time,12,9,15,Active in Program
626,1214,Spring 2021,ASSPACETEC,A.A. of Space Technology,0,3.833333333,Part-time,0,0,18,Active in Program
626,1216,Summer 2021,ASSPACETEC,A.A. of Space Technology,2.68,5.2,Full-time,15,15,21,Active in Program
626,1218,Fall 2021,ASSPACETEC,A.A. of Space Technology,0,4.55,Full-time,0,0,24,Active in Program
626,1222,January 2022,ASSPACETEC,A.A. of Space Technology,2.9,5.011111111,Full-time,9,9,27,Active in Program
626,1224,Spring 2022,ASSPACETEC,A.A. of Space Technology,0,4.51,Full-time,0,0,30,Active in Program
626,1226,Summer 2022,ASSPACETEC,A.A. of Space Technology,1.333333333,4.463636364,Full-time,12,3,33,Active in Program
626,1228,Fall 2022,ASSPACETEC,A.A. of Space Technology,0,4.091666667,Full-time,0,0,36,Active in Program
626,1232,January 2023,ASSPACETEC,A.A. of Space Technology,2.866666667,4.438461538,Full-time,9,9,39,Active in Program
627,1172,January 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.06,15.3,Full-time,15,12,3,Active in Program
627,1174,Spring 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,7.65,Full-time,0,0,6,Active in Program
627,1176,Summer 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,1.7,5.666666667,Part-time,6,3,9,Active in Program
627,1178,Fall 2017,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.25,Part-time,3,0,12,Active in Program
627,1182,January 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,2,4.6,Part-time,9,6,15,Active in Program
627,1184,Spring 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.833333333,Part-time,0,0,18,Active in Program
627,1186,Summer 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.675,5.385714286,Full-time,12,12,21,Active in Program
627,1188,Fall 2018,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.7125,Full-time,0,0,24,Active in Program
627,1192,January 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.188888889,Full-time,3,0,27,Active in Program
627,1194,Spring 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.77,Full-time,0,0,30,Active in Program
627,1196,Summer 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.466666667,4.372727273,Full-time,12,9,33,Active in Program
627,1198,Fall 2019,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.008333333,Full-time,0,0,36,Active in Program
627,1202,January 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,2,3.853846154,Full-time,3,3,39,Active in Program
627,1204,Spring 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.578571429,Full-time,0,0,42,Active in Program
627,1206,Summer 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,1,3.406666667,Part-time,6,3,45,Active in Program
627,1208,Fall 2020,BALINTARTY,B.A. of Intergalactic Arts and Culture,2,3.31875,Part-time,3,3,48,Active in Program
627,1212,January 2021,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.35,3.4,Part-time,6,6,51,Active in Program
627,1214,Spring 2021,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.211111111,Part-time,0,0,54,Active in Program
627,1216,Summer 2021,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.65,3.426315789,Part-time,6,6,57,Active in Program
627,1218,Fall 2021,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.255,Part-time,0,0,60,Active in Program
627,1222,January 2022,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.566666667,3.466666667,Part-time,9,6,63,Active in Program
627,1224,Spring 2022,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.309090909,Part-time,0,0,66,Active in Program
627,1226,Summer 2022,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.2,3.443478261,Part-time,6,6,69,Active in Program
627,1228,Fall 2022,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.3,Part-time,0,0,72,Active in Program
627,1232,January 2023,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.1,3.42,Part-time,12,9,75,Active in Program
627,1202,January 2020,BALINTPOCY,B.A. of Intergalactic Politics,0,0,Full-time,3,0,3,Active in Program
627,1204,Spring 2020,BALINTPOCY,B.A. of Intergalactic Politics,0,0,Full-time,3,0,6,Active in Program
627,1206,Summer 2020,BALINTPOCY,B.A. of Intergalactic Politics,3,2,Part-time,6,6,9,Active in Program
627,1208,Fall 2020,BALINTPOCY,B.A. of Intergalactic Politics,0,1.5,Part-time,0,0,12,Active in Program
627,1212,January 2021,BALINTPOCY,B.A. of Intergalactic Politics,3.425,3.94,Part-time,12,12,15,Active in Program
627,1214,Spring 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,3.283333333,Part-time,0,0,18,Active in Program
627,1216,Summer 2021,BALINTPOCY,B.A. of Intergalactic Politics,3.46,5.285714286,Full-time,15,15,21,Active in Program
627,1218,Fall 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,4.625,Full-time,0,0,24,Active in Program
627,1222,January 2022,BALINTPOCY,B.A. of Intergalactic Politics,3,4.777777778,Full-time,9,6,27,Active in Program
627,1224,Spring 2022,BALINTPOCY,B.A. of Intergalactic Politics,0,4.3,Full-time,0,0,30,Active in Program
627,1226,Summer 2022,BALINTPOCY,B.A. of Intergalactic Politics,3,4.727272727,Full-time,12,9,33,Active in Program
627,1228,Fall 2022,BALINTPOCY,B.A. of Intergalactic Politics,3,4.583333333,Full-time,3,3,36,Active in Program
627,1232,January 2023,BALINTPOCY,B.A. of Intergalactic Politics,2.766666667,4.869230769,Full-time,12,9,39,Active in Program
628,1172,January 2017,BALINTSECY,B.S. of Intergalactic Security,2.8,5.6,Full-time,6,6,3,Active in Program
628,1174,Spring 2017,BALINTSECY,B.S. of Intergalactic Security,0,2.8,Full-time,0,0,6,Active in Program
628,1176,Summer 2017,BALINTSECY,B.S. of Intergalactic Security,3.35,4.1,Part-time,6,6,9,Active in Program
629,1178,Fall 2017,ASSINTBUSN,A.A. of Intergalactic Business,0,0,Full-time,0,0,3,Active in Program
630,1222,January 2022,ASSMULMATM,A.A.S. of Multidimensional Mathematics,1.5,6,Full-time,12,6,3,Active in Program
630,1224,Spring 2022,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,3,Full-time,0,0,6,Active in Program
630,1226,Summer 2022,ASSMULMATM,A.A.S. of Multidimensional Mathematics,2.225,4.966666667,Full-time,12,12,9,Active in Program
630,1228,Fall 2022,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,3.725,Full-time,0,0,12,Active in Program
630,1232,January 2023,ASSMULMATM,A.A.S. of Multidimensional Mathematics,2.675,5.12,Full-time,15,9,15,Active in Program
631,1166,Summer 2016,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,0,Part-time,3,0,3,Active in Program
631,1168,Fall 2016,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,0,Part-time,0,0,6,Active in Program
631,1172,January 2017,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3,4,Part-time,12,12,9,Active in Program
631,1174,Spring 2017,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3,Part-time,0,0,12,Active in Program
631,1176,Summer 2017,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.766666667,4.06,Full-time,12,9,15,Active in Program
631,1026,Summer 2002,ASSPACETEC,A.A. of Space Technology,3.5,7,Part-time,6,6,3,Active in Program
631,1028,Fall 2002,ASSPACETEC,A.A. of Space Technology,0,3.5,Part-time,0,0,6,Active in Program
632,1162,January 2016,BALINTMEDY,B.S. of Intergalactic Medicine,1.2,3.6,Full-time,9,6,3,Active in Program
632,1164,Spring 2016,BALINTMEDY,B.S. of Intergalactic Medicine,3.3,3.45,Full-time,3,3,6,Active in Program
632,1166,Summer 2016,BALINTMEDY,B.S. of Intergalactic Medicine,3.15,4.4,Part-time,6,6,9,Active in Program
632,1168,Fall 2016,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.3,Part-time,0,0,12,Active in Program
632,1172,January 2017,BALINTMEDY,B.S. of Intergalactic Medicine,3.766666667,4.9,Part-time,12,9,15,Active in Program
632,1174,Spring 2017,BALINTMEDY,B.S. of Intergalactic Medicine,2.7,4.533333333,Part-time,3,3,18,Active in Program
632,1176,Summer 2017,BALINTMEDY,B.S. of Intergalactic Medicine,3.133333333,5.228571429,Full-time,12,9,21,Active in Program
632,1178,Fall 2017,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.575,Full-time,0,0,24,Active in Program
632,1182,January 2018,BALINTMEDY,B.S. of Intergalactic Medicine,3.175,5.477777778,Full-time,12,12,27,Active in Program
632,1184,Spring 2018,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.93,Full-time,0,0,30,Active in Program
632,1186,Summer 2018,BALINTMEDY,B.S. of Intergalactic Medicine,4,4.845454545,Part-time,3,3,33,Active in Program
632,1188,Fall 2018,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.441666667,Part-time,0,0,36,Active in Program
632,1192,January 2019,BALINTMEDY,B.S. of Intergalactic Medicine,2.9,4.992307692,Part-time,12,12,39,Active in Program
632,1194,Spring 2019,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.635714286,Part-time,0,0,42,Active in Program
632,1196,Summer 2019,BALINTMEDY,B.S. of Intergalactic Medicine,2.766666667,4.88,Full-time,12,9,45,Active in Program
632,1198,Fall 2019,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.575,Full-time,0,0,48,Active in Program
632,1202,January 2020,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.305882353,Full-time,0,0,51,Leave of Absence
632,1204,Spring 2020,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.066666667,Full-time,0,0,54,Leave of Absence
632,1206,Summer 2020,BALINTMEDY,B.S. of Intergalactic Medicine,2.675,4.415789474,Full-time,12,12,57,Active in Program
632,1208,Fall 2020,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.195,Full-time,0,0,60,Active in Program
632,1212,January 2021,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.995238095,Full-time,0,0,63,Leave of Absence
632,1214,Spring 2021,BALINTMEDY,B.S. of Intergalactic Medicine,0,3.813636364,Full-time,0,0,66,Leave of Absence
632,1222,January 2022,BALSPEDESY,B.S. of Space Engineering and Design,2.6,10.4,Full-time,12,12,3,Active in Program
632,1224,Spring 2022,BALSPEDESY,B.S. of Space Engineering and Design,0,5.2,Full-time,0,0,6,Active in Program
632,1226,Summer 2022,BALSPEDESY,B.S. of Space Engineering and Design,2.4,6.666666667,Full-time,12,12,9,Active in Program
632,1228,Fall 2022,BALSPEDESY,B.S. of Space Engineering and Design,0,5,Full-time,0,0,12,Active in Program
632,1232,January 2023,BALSPEDESY,B.S. of Space Engineering and Design,2.075,5.66,Full-time,12,12,15,Active in Program
633,1192,January 2019,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,3.233333333,9.7,Full-time,9,9,3,Active in Program
633,1194,Spring 2019,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.85,Full-time,0,0,6,Active in Program
633,1196,Summer 2019,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.75,6.9,Full-time,12,12,9,Active in Program
633,1198,Fall 2019,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,5.175,Full-time,0,0,12,Active in Program
633,1202,January 2020,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.075,5.8,Full-time,12,12,15,Active in Program
633,1204,Spring 2020,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.833333333,Full-time,0,0,18,Active in Program
633,1206,Summer 2020,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.175,5.385714286,Full-time,12,9,21,Active in Program
633,1208,Fall 2020,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.7125,Full-time,3,0,24,Active in Program
633,1212,January 2021,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.675,5.377777778,Full-time,12,12,27,Active in Program
633,1214,Spring 2021,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.84,Full-time,0,0,30,Active in Program
633,1216,Summer 2021,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.3,4.818181818,Part-time,6,6,33,Active in Program
633,1218,Fall 2021,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.416666667,Part-time,0,0,36,Active in Program
633,1222,January 2022,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,3.075,5.023076923,Part-time,12,12,39,Active in Program
633,1224,Spring 2022,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,4,4.95,Part-time,3,3,42,Active in Program
633,1226,Summer 2022,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.62,Part-time,0,0,45,Leave of Absence
633,1228,Fall 2022,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,4.33125,Part-time,0,0,48,Leave of Absence
633,1232,January 2023,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.075,4.564705882,Part-time,12,9,51,Active in Program
633,1126,Summer 2012,BALINTSECY,B.S. of Intergalactic Security,1.74,8.7,Full-time,15,12,3,Active in Program
633,1128,Fall 2012,BALINTSECY,B.S. of Intergalactic Security,0,4.35,Full-time,3,0,6,Active in Program
633,1132,January 2013,BALINTSECY,B.S. of Intergalactic Security,0,2.9,Full-time,3,0,9,Active in Program
633,1134,Spring 2013,BALINTSECY,B.S. of Intergalactic Security,0,2.175,Full-time,0,0,12,Active in Program
633,1136,Summer 2013,BALINTSECY,B.S. of Intergalactic Security,1.975,3.32,Full-time,12,9,15,Active in Program
634,966,Summer 1996,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.3,3.3,Part-time,3,3,3,Active in Program
634,968,Fall 1996,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,1.65,Part-time,0,0,6,Active in Program
635,1222,January 2022,BALINTSECY,B.S. of Intergalactic Security,1.75,7,Full-time,12,9,3,Active in Program
635,1224,Spring 2022,BALINTSECY,B.S. of Intergalactic Security,4,5.5,Full-time,3,3,6,Active in Program
635,1226,Summer 2022,BALINTSECY,B.S. of Intergalactic Security,2,5.666666667,Part-time,9,6,9,Active in Program
635,1228,Fall 2022,BALINTSECY,B.S. of Intergalactic Security,0,4.25,Part-time,0,0,12,Active in Program
635,1232,January 2023,BALINTSECY,B.S. of Intergalactic Security,2.175,5.14,Part-time,12,9,15,Active in Program
635,1108,Fall 2010,ASSPACETEC,A.A. of Space Technology,0,0,Full-time,0,0,3,Active in Program
635,1112,January 2011,ASSPACETEC,A.A. of Space Technology,3.85,3.85,Full-time,6,6,6,Active in Program
635,1114,Spring 2011,ASSPACETEC,A.A. of Space Technology,0,2.566666667,Full-time,0,0,9,Active in Program
635,1116,Summer 2011,ASSPACETEC,A.A. of Space Technology,2.566666667,3.85,Part-time,9,6,12,Active in Program
635,1118,Fall 2011,ASSPACETEC,A.A. of Space Technology,0,3.08,Part-time,0,0,15,Active in Program
635,1122,January 2012,ASSPACETEC,A.A. of Space Technology,3.25,4.733333333,Part-time,12,12,18,Active in Program
635,1124,Spring 2012,ASSPACETEC,A.A. of Space Technology,0,4.057142857,Part-time,0,0,21,Active in Program
635,1126,Summer 2012,ASSPACETEC,A.A. of Space Technology,3.2,4.75,Full-time,12,9,24,Active in Program
635,1128,Fall 2012,ASSPACETEC,A.A. of Space Technology,0,4.222222222,Full-time,0,0,27,Active in Program
635,1132,January 2013,ASSPACETEC,A.A. of Space Technology,3.325,5.13,Full-time,12,12,30,Active in Program
635,1134,Spring 2013,ASSPACETEC,A.A. of Space Technology,0,4.663636364,Full-time,0,0,33,Active in Program
635,1136,Summer 2013,ASSPACETEC,A.A. of Space Technology,2.333333333,4.858333333,Part-time,9,6,36,Active in Program
635,1138,Fall 2013,ASSPACETEC,A.A. of Space Technology,0,4.484615385,Part-time,0,0,39,Active in Program
635,1142,January 2014,ASSPACETEC,A.A. of Space Technology,2.766666667,4.757142857,Part-time,9,9,42,Active in Program
636,1156,Summer 2015,BALINTPOCY,B.A. of Intergalactic Politics,2.233333333,6.7,Part-time,9,6,3,Active in Program
636,1158,Fall 2015,BALINTPOCY,B.A. of Intergalactic Politics,0,3.35,Part-time,0,0,6,Active in Program
636,1162,January 2016,BALINTPOCY,B.A. of Intergalactic Politics,3.825,7.333333333,Part-time,12,12,9,Active in Program
636,1164,Spring 2016,BALINTPOCY,B.A. of Intergalactic Politics,0,5.5,Part-time,0,0,12,Active in Program
636,1166,Summer 2016,BALINTPOCY,B.A. of Intergalactic Politics,3.5,5.8,Part-time,6,6,15,Active in Program
636,1168,Fall 2016,BALINTPOCY,B.A. of Intergalactic Politics,3.7,5.45,Part-time,3,3,18,Active in Program
636,1172,January 2017,BALINTPOCY,B.A. of Intergalactic Politics,0.5,4.957142857,Part-time,12,6,21,Active in Program
636,1174,Spring 2017,BALINTPOCY,B.A. of Intergalactic Politics,0,4.3375,Part-time,0,0,24,Active in Program
636,1176,Summer 2017,BALINTPOCY,B.A. of Intergalactic Politics,2.65,4.444444444,Part-time,9,6,27,Active in Program
636,1178,Fall 2017,BALINTPOCY,B.A. of Intergalactic Politics,0,4,Part-time,0,0,30,Active in Program
636,1182,January 2018,BALINTPOCY,B.A. of Intergalactic Politics,1.675,4.245454545,Part-time,12,9,33,Active in Program
636,1184,Spring 2018,BALINTPOCY,B.A. of Intergalactic Politics,0,3.891666667,Part-time,0,0,36,Active in Program
636,1186,Summer 2018,BALINTPOCY,B.A. of Intergalactic Politics,2.9,4.484615385,Full-time,12,12,39,Active in Program
636,1188,Fall 2018,BALINTPOCY,B.A. of Intergalactic Politics,0,4.164285714,Full-time,0,0,42,Active in Program
636,1192,January 2019,BALINTPOCY,B.A. of Intergalactic Politics,3.5,4.353333333,Full-time,6,6,45,Active in Program
637,1126,Summer 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,1.566666667,4.7,Full-time,12,6,3,Active in Program
637,1128,Fall 2012,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2.35,Full-time,0,0,6,Active in Program
637,1132,January 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,2.6,5.033333333,Full-time,12,9,9,Active in Program
637,1134,Spring 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.775,Full-time,0,0,12,Active in Program
637,1136,Summer 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,1.72,4.74,Full-time,15,12,15,Active in Program
637,1138,Fall 2013,BALINTENSY,B.S. of Intergalactic Environmental Science,2.3,4.333333333,Full-time,3,3,18,Active in Program
637,1142,January 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,2.675,5.242857143,Full-time,12,12,21,Active in Program
637,1144,Spring 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.5875,Full-time,0,0,24,Active in Program
637,1146,Summer 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.077777778,Part-time,0,0,27,Leave of Absence
637,1148,Fall 2014,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.67,Part-time,0,0,30,Leave of Absence
637,1152,January 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,2.5,4.245454545,Part-time,12,12,33,Active in Program
637,1154,Spring 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.891666667,Part-time,0,0,36,Active in Program
637,1156,Summer 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,3.033333333,4.292307692,Part-time,9,9,39,Active in Program
637,1158,Fall 2015,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.985714286,Part-time,0,0,42,Active in Program
637,1162,January 2016,BALINTENSY,B.S. of Intergalactic Environmental Science,3.7,3.966666667,Part-time,3,3,45,Active in Program
637,1164,Spring 2016,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.71875,Part-time,0,0,48,Active in Program
637,1166,Summer 2016,BALINTENSY,B.S. of Intergalactic Environmental Science,3,3.852941176,Full-time,12,6,51,Active in Program
637,1168,Fall 2016,BALINTENSY,B.S. of Intergalactic Environmental Science,1.3,3.711111111,Full-time,3,3,54,Active in Program
637,1172,January 2017,BALINTENSY,B.S. of Intergalactic Environmental Science,2.86,4.268421053,Full-time,15,15,57,Active in Program
637,1174,Spring 2017,BALINTENSY,B.S. of Intergalactic Environmental Science,0,4.055,Full-time,0,0,60,Active in Program
637,1176,Summer 2017,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.861904762,Part-time,0,0,63,Leave of Absence
637,1178,Fall 2017,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.686363636,Part-time,0,0,66,Leave of Absence
637,1212,January 2021,ASSALANGLS,A.A.S. of Alien Languages,1.25,5,Full-time,12,6,3,Active in Program
637,1056,Summer 2005,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,0,Part-time,0,0,3,Leave of Absence
637,1058,Fall 2005,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,0,Part-time,0,0,6,Leave of Absence
637,1062,January 2006,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,1.825,2.433333333,Part-time,12,9,9,Active in Program
637,1064,Spring 2006,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,1.825,Part-time,0,0,12,Active in Program
637,1066,Summer 2006,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,1.46,Part-time,3,0,15,Active in Program
637,1068,Fall 2006,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,0,1.216666667,Part-time,3,0,18,Active in Program
637,1072,January 2007,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,2.8,3.042857143,Part-time,15,12,21,Active in Program
